house_id,area_sqft,bedrooms,bathrooms,floors,year_built,garage,locality,distance_to_city_km,school_rating,renovated,condition,price_inr
HSE86123,427,2,1,1,1999,1,Urban,8.9,3.1,0,Excellent,93.39
HSE80551,1972,3,3,2,1997,1,Suburban,18.4,5.5,0,Good,136.52
HSE80517,1456,5,4,1,1982,0,Rural,53.7,8.6,0,Average,81.76
HSE07319,2396,4,3,2,2009,1,Rural,63.3,,0,Average,129.83
HSE53829,1675,3,3,1,1979,0,Urban,3.4,6.6,1,Excellent,138.42
HSE74811,1477,3,2,1,1979,1,Urban,4.5,5.2,0,Average,131.97
HSE40071,2478,4,4,3,1975,1,Suburban,11.1,5.2,1,Good,157.05
HSE73549,2135,5,4,1,2009,1,Urban,9.9,9.5,0,Good,186.74
HSE92337,1821,2,2,2,1987,1,Urban,5.6,4.4,0,Good,133.73
HSE57763,1519,3,3,1,2019,0,Rural,56.4,9.5,1,Average,88.73
HSE02130,929,3,2,1,2010,1,Urban,1.7,8.0,0,Average,124.92
HSE88528,2034,3,3,2,1972,0,Rural,35.4,6.3,0,Excellent,115.99
HSE10729,1847,3,2,2,1977,0,Suburban,14.7,9.9,1,Good,128.58
HSE22225,3148,3,2,3,1998,0,Urban,3.9,7.5,1,Good,215.28
HSE91858,2656,1,1,1,1994,1,Urban,7.3,4.3,0,Average,143.22
HSE92021,1357,3,2,2,1993,1,Rural,53.1,7.5,0,Good,91.48
HSE46556,1614,3,2,2,2006,1,Suburban,24.5,6.4,1,Good,135.48
HSE54509,2571,3,3,1,2011,1,Suburban,23.3,4.7,0,Excellent,163.01
HSE00164,1620,5,4,1,2013,1,Suburban,14.8,8.2,1,Poor,145.57
HSE11294,1565,2,1,2,1979,1,Urban,9.2,5.6,1,Poor,135.91
HSE97520,1643,2,1,2,1990,1,Urban,1.0,8.1,0,Good,142.46
HSE33527,811,2,2,2,2000,0,Urban,5.6,9.8,0,Good,130.23
HSE21521,1865,3,2,1,1982,0,Urban,4.3,4.2,0,Good,141.81
HSE00165,862,4,4,2,1973,1,Urban,2.7,8.6,0,Excellent,135.47
HSE03095,1084,3,2,1,1981,1,Suburban,10.5,9.5,0,Excellent,124.09
HSE51096,718,1,1,2,1970,1,Suburban,27.7,8.1,0,Excellent,91.41
HSE14808,1575,4,3,1,1972,1,Urban,9.8,8.1,1,Average,156.02
HSE68598,1330,2,2,2,2020,0,Suburban,13.6,7.1,1,Excellent,119.69
HSE51684,1916,1,1,2,1980,0,Suburban,18.1,9.6,0,Excellent,122.79
HSE35915,2187,3,2,3,1981,1,Suburban,,,1,Excellent,153.09
HSE29763,1201,3,3,1,1995,1,Urban,7.8,8.7,1,Average,139.92
HSE14701,1721,2,2,1,2002,1,Urban,7.5,4.6,0,Excellent,129.23
HSE01863,1043,3,3,1,2002,1,Urban,2.4,8.5,0,Good,134.24
HSE40762,1579,4,4,1,2003,1,Rural,41.8,9.8,0,Average,103.12
HSE78559,731,3,2,1,1979,0,Suburban,25.3,5.7,1,Poor,88.02
HSE78812,2445,3,3,1,2020,1,Urban,5.4,3.8,0,Poor,161.55
HSE74418,2400,3,2,2,1984,1,Urban,7.8,5.7,1,Average,157.92
HSE91877,989,1,1,2,2004,1,Rural,47.5,8.0,1,Average,79.71
HSE95307,2499,4,4,1,1985,0,Suburban,29.2,5.8,0,Excellent,145.97
HSE50354,1019,3,2,2,2009,0,Suburban,11.2,7.2,0,Excellent,108.25
HSE17618,1578,2,2,1,2015,1,Rural,75.3,3.6,0,Excellent,82.75
HSE01581,2214,3,3,2,2021,1,Suburban,14.8,3.7,0,Average,143.93
HSE58662,1792,1,1,3,1978,1,Suburban,10.9,6.4,1,Poor,112.5
HSE10814,2018,3,3,3,2004,0,Urban,3.9,3.0,0,Excellent,150.52
HSE49686,1279,4,3,3,2020,1,Suburban,18.7,5.1,0,Good,112.96
HSE45464,568,2,2,3,2001,1,Rural,43.7,3.0,1,Good,57.94
HSE32279,1447,2,2,1,1988,0,Suburban,27.3,8.2,1,Average,112.34
HSE27468,1244,4,4,1,1972,1,Urban,4.2,4.0,1,Good,136.74
HSE14121,1328,4,4,2,1985,1,Urban,1.8,8.8,1,Average,152.28
HSE71831,1598,3,3,3,1986,0,Rural,49.4,4.4,1,Average,88.27
HSE68204,2288,3,3,3,1980,0,Urban,9.5,3.1,1,Good,159.59
HSE48465,3140,2,2,3,1994,1,Urban,6.7,8.8,1,Excellent,208.91
HSE09484,1980,4,4,2,2022,0,Suburban,23.8,5.0,1,Average,130.51
HSE32624,1944,3,2,1,2011,0,Suburban,26.6,3.6,0,Poor,107.17
HSE81979,1627,3,3,1,2012,1,Suburban,29.0,7.2,0,Excellent,139.59
HSE93497,2140,3,3,1,2004,1,Suburban,21.2,3.2,0,Good,141.54
HSE73278,2592,3,2,2,1997,0,Suburban,12.1,9.4,0,Excellent,151.11
HSE81592,1582,2,2,1,1993,1,Rural,,10.0,1,Average,120.69
HSE66019,1894,3,2,2,1977,0,Rural,66.5,4.6,0,Good,84.82
HSE75355,1860,3,3,2,1984,1,Rural,72.2,7.6,0,Excellent,104.46
HSE40339,2002,4,4,1,2011,1,Rural,67.3,4.9,1,Average,109.81
HSE99159,2330,5,4,1,2018,1,Suburban,13.5,3.5,1,Excellent,165.52
HSE70614,1391,3,3,1,1971,1,Rural,53.8,3.6,1,Average,98.97
HSE36507,1708,3,3,3,1991,1,Suburban,15.9,4.4,0,Good,129.77
HSE97994,2740,2,2,2,2017,1,Suburban,10.7,3.3,0,Average,134.74
HSE84105,2531,3,2,3,2013,1,Suburban,15.0,5.8,0,Average,155.52
HSE42297,998,5,5,3,1971,0,Rural,76.9,4.9,0,Excellent,90.05
HSE49071,2437,3,3,1,2000,0,Urban,7.0,6.2,1,Good,170.44
HSE07210,2192,5,5,1,1976,1,Rural,53.1,9.4,1,Average,128.25
HSE85225,1809,5,5,1,2009,1,Rural,47.5,5.5,0,Good,112.21
HSE92515,1458,3,3,2,1997,1,Suburban,18.2,3.7,1,Good,130.24
HSE05787,1721,4,4,2,2016,1,Rural,34.9,6.3,1,Good,129.26
HSE52898,1429,3,2,3,2013,0,Rural,63.0,5.5,0,Excellent,92.84
HSE78259,2443,4,3,3,1976,1,Suburban,13.4,6.4,1,Average,161.71
HSE46678,2467,3,2,1,1983,1,Rural,69.8,9.3,1,Average,118.21
HSE02790,1735,1,1,1,1974,1,Suburban,25.8,3.0,1,Good,97.32
HSE73325,2635,3,3,2,2017,0,Rural,79.2,4.3,0,Good,107.94
HSE38836,2270,3,2,1,1971,1,Suburban,13.9,4.1,1,Excellent,169.78
HSE02087,1643,3,3,2,1985,1,Urban,4.4,3.8,0,Excellent,138.4
HSE82024,1993,2,2,1,1986,0,Rural,69.6,6.5,1,Poor,69.75
HSE27279,2321,3,3,1,2021,0,Suburban,18.7,3.4,0,Good,152.95
HSE31511,2195,3,2,1,1987,1,Suburban,17.9,6.8,0,Poor,121.41
HSE98360,1483,4,4,3,1995,0,Suburban,24.6,10.0,0,Excellent,135.48
HSE44868,1348,3,2,2,1979,0,Suburban,28.1,7.5,0,Good,117.71
HSE54118,2881,3,3,1,2005,1,Urban,4.2,3.3,0,Good,188.76
HSE54418,2034,3,3,3,1992,1,Urban,7.9,8.4,0,Good,162.1
HSE11663,2087,1,1,2,1972,1,Urban,9.4,5.9,0,Good,131.71
HSE72513,2701,2,1,1,2008,1,Urban,1.2,10.0,1,Average,176.03
HSE57840,1185,5,5,1,1997,0,Suburban,24.5,7.0,1,Good,111.37
HSE07493,1947,1,1,2,1981,1,Suburban,14.0,5.3,0,Excellent,124.33
HSE28881,1244,2,2,3,2010,1,Suburban,19.3,9.7,0,Good,118.67
HSE54807,847,3,3,2,1973,0,Rural,51.6,5.2,0,Good,72.6
HSE99033,744,4,4,2,2021,0,Urban,2.2,7.2,1,Good,149.07
HSE99458,2306,2,2,1,2009,1,Suburban,16.2,3.7,0,Good,143.81
HSE58878,1352,3,3,2,2007,1,Suburban,25.5,4.1,1,Good,115.81
HSE55718,2042,3,3,1,1972,1,Suburban,26.7,9.9,0,Average,136.61
HSE32609,2502,1,1,1,1989,1,Suburban,22.9,,1,Good,131.33
HSE42118,1772,2,1,1,1980,1,Suburban,29.6,8.5,1,Average,124.27
HSE79457,1985,3,2,1,1977,0,Rural,43.5,4.1,0,Excellent,103.46
HSE58284,1711,3,2,1,1991,1,Suburban,23.9,4.2,0,Good,125.16
HSE62091,1542,3,2,2,1998,1,Suburban,19.5,7.5,0,Average,112.98
HSE22157,1524,3,2,2,1998,1,Suburban,20.4,9.8,1,Good,123.68
HSE05257,1843,2,1,3,1999,1,Urban,2.8,3.9,1,Average,144.47
HSE44714,959,2,2,2,2002,1,Rural,54.7,7.9,1,Poor,62.98
HSE00611,2683,3,2,3,1987,1,Suburban,14.0,8.5,0,Good,169.45
HSE34166,1208,2,1,2,2003,1,Rural,62.1,7.4,1,Good,86.19
HSE84359,1630,2,2,1,2005,1,Suburban,18.6,6.5,1,Good,478.41014567355444
HSE56664,1395,3,3,1,2011,1,Suburban,13.8,3.8,0,Good,127.19
HSE32089,2456,3,3,2,1972,0,Suburban,10.9,4.4,0,Good,151.96
HSE75732,2121,3,3,1,1996,1,Urban,5.7,7.8,1,Average,159.23
HSE55077,1831,3,2,1,1974,0,Suburban,23.1,9.3,1,Good,122.18
HSE72384,2436,4,4,3,1970,1,Urban,9.5,4.4,0,Average,157.87
HSE62098,1580,2,1,1,2022,1,Urban,5.5,3.4,0,Average,119.81
HSE86700,1636,3,3,3,2011,0,Suburban,11.4,,0,Good,116.08
HSE99139,1515,3,3,1,2012,1,Urban,3.4,3.9,1,Good,143.93
HSE97660,2711,4,3,2,1981,0,Urban,7.7,6.8,1,Excellent,186.2
HSE70314,1890,5,5,1,1980,1,Urban,3.4,7.8,0,Average,163.66
HSE81538,905,5,5,1,2017,0,Urban,8.4,4.7,0,Good,130.14
HSE32678,1826,3,3,1,1970,0,Urban,6.1,6.1,1,Excellent,165.82
HSE44835,2241,3,3,2,1988,1,Urban,4.3,6.1,0,Good,160.93
HSE33034,1682,3,3,1,2009,0,Rural,75.3,6.7,0,Good,89.73
HSE91155,1526,4,4,1,2019,0,Urban,6.8,10.0,0,Average,154.5
HSE24142,2049,5,4,1,2000,0,Rural,33.2,5.3,0,Good,111.09
HSE24172,400,3,3,1,1980,1,Urban,2.6,8.6,0,Good,108.48
HSE19957,1213,2,2,1,1975,1,Urban,7.4,7.9,0,Average,132.79
HSE84909,1829,3,3,1,2022,1,Suburban,14.8,7.4,1,Poor,136.25
HSE53162,2528,3,3,2,2022,1,Suburban,17.2,3.3,1,Excellent,164.43
HSE43524,2132,2,1,1,1994,1,Urban,7.9,4.7,0,Excellent,153.87
HSE36038,2141,3,3,2,2016,1,Rural,52.1,9.8,1,Good,132.54
HSE29237,1914,5,4,1,2020,0,Suburban,24.4,6.1,0,Poor,108.61
HSE95846,1520,5,4,1,1986,1,Rural,59.6,9.2,1,Good,108.07
HSE52466,943,4,3,2,2001,0,Rural,52.6,6.1,1,Excellent,84.23
HSE31055,2007,2,1,2,2011,0,Suburban,13.7,4.3,0,Average,104.56
HSE88253,1147,2,2,1,1974,1,Suburban,25.7,7.1,0,Excellent,114.54
HSE51112,1883,4,4,1,1980,1,Suburban,14.6,3.1,0,Good,117.76
HSE34390,2160,3,3,3,1978,0,Suburban,27.7,,0,Good,140.26
HSE51449,2408,5,5,2,1981,0,Suburban,17.2,4.5,0,Average,138.18
HSE75183,1393,3,2,2,2005,1,Suburban,11.7,10.0,1,Average,129.84
HSE89422,2091,4,3,1,2022,0,Urban,3.5,9.4,0,Excellent,175.96
HSE58218,2795,3,3,1,1997,1,Suburban,14.4,7.4,0,Good,171.35
HSE36031,1820,3,2,3,2002,1,Rural,58.2,7.6,1,Good,93.18
HSE42496,2472,4,3,1,1990,1,Suburban,13.4,5.1,0,Average,137.44
HSE35203,1142,3,2,1,1984,1,Rural,69.3,7.7,0,Good,66.92
HSE11463,1819,4,4,2,1999,1,Suburban,29.5,4.3,0,Good,137.64
HSE98145,1740,4,4,2,1993,1,Rural,44.3,8.9,0,Excellent,129.69
HSE52832,526,3,2,2,2000,1,Suburban,10.9,6.4,0,Poor,77.32
HSE56570,1939,4,4,1,1997,1,Rural,31.9,3.4,0,Good,121.26
HSE15790,1427,5,5,1,2006,0,Urban,9.7,3.9,1,Average,135.04
HSE67053,1484,4,4,1,2008,0,Urban,9.0,6.4,1,Excellent,162.1
HSE11656,1663,5,4,3,1982,1,Suburban,24.2,7.2,0,Good,129.86
HSE91003,1491,1,1,1,1974,1,Suburban,17.1,9.1,0,Poor,96.25
HSE42592,2919,2,1,1,1971,1,Urban,3.1,9.9,0,Excellent,192.9
HSE51492,2867,3,3,3,2003,0,Suburban,27.3,9.0,0,Average,147.32
HSE24499,2916,2,2,1,2001,0,Suburban,23.6,7.8,0,Excellent,164.73
HSE43279,1411,3,3,3,1990,0,Suburban,22.2,5.5,0,Average,100.21
HSE03890,1950,3,2,1,1973,1,Suburban,12.2,3.1,0,Average,110.49
HSE38292,1699,3,2,1,1971,1,Suburban,13.0,6.5,0,Good,130.7
HSE28815,1481,4,4,2,2017,1,Urban,1.1,3.4,0,Good,146.86
HSE71838,2263,4,4,1,1973,1,Suburban,22.4,5.6,0,Excellent,133.84
HSE22491,3356,1,1,1,1980,0,Suburban,16.6,6.8,1,Average,166.05
HSE55872,2160,4,3,2,2019,0,Urban,5.7,8.5,0,Good,168.09
HSE72131,400,2,1,2,1971,1,Suburban,22.8,9.5,0,Excellent,98.52
HSE32950,1273,1,1,1,2007,1,Suburban,18.0,9.2,0,Excellent,125.52
HSE31981,1913,3,3,2,2020,0,Suburban,23.4,3.9,1,Average,135.97
HSE53824,2385,4,3,1,1989,1,Urban,3.4,9.4,0,Poor,183.02
HSE98721,2258,2,2,1,2022,1,Urban,3.5,7.3,0,Excellent,172.33
HSE70145,1723,2,2,1,2011,0,Rural,36.6,4.4,1,Average,89.38
HSE29971,1902,4,4,2,2017,1,Suburban,18.8,7.8,1,Good,144.23
HSE77372,1397,1,1,1,1997,1,Suburban,24.0,6.2,0,Good,100.32
HSE58692,634,2,2,1,1994,1,Urban,9.4,7.2,1,Poor,103.5
HSE18651,2781,4,4,2,2003,1,Suburban,13.7,3.9,1,Excellent,189.89
HSE98458,2936,4,3,3,1991,0,Suburban,11.0,4.4,0,Average,155.87
HSE27365,1802,3,3,1,2008,1,Urban,9.8,7.6,0,Average,138.69
HSE08539,1864,3,2,1,2009,1,Urban,5.7,6.1,0,Good,143.94
HSE31958,1994,2,1,1,1976,1,Rural,68.1,3.5,1,Good,86.27
HSE69132,1053,3,3,1,1986,0,Urban,2.6,5.7,0,Good,122.54
HSE06149,674,4,4,2,2011,1,Urban,9.4,,0,Good,109.63
HSE86489,1921,4,4,1,1987,0,Suburban,17.8,7.0,1,Good,141.37
HSE20458,1889,2,1,1,1985,1,Urban,6.4,4.7,1,Good,143.86
HSE20925,1243,3,3,1,2000,1,Suburban,17.5,8.1,1,Good,127.89
HSE54528,591,2,1,1,1996,1,Suburban,12.9,6.6,0,Average,86.8
HSE16225,1607,3,2,1,1991,1,Suburban,23.5,3.6,0,Good,108.24
HSE27501,2136,3,2,2,2001,0,Urban,8.9,8.3,1,Good,169.36
HSE66300,1857,4,4,2,1997,1,Suburban,20.9,5.0,1,Good,147.58
HSE29328,867,3,2,2,1974,1,Suburban,13.1,4.8,1,Good,96.29
HSE79138,753,3,3,2,2013,0,Rural,55.0,4.7,1,Good,77.75
HSE77227,2259,4,3,2,1981,0,Urban,1.7,4.8,1,Good,171.92
HSE00519,2071,3,3,1,1989,1,Suburban,28.5,5.4,0,Average,124.89
HSE29897,2126,4,4,3,2001,1,Suburban,15.0,8.3,0,Average,145.43
HSE55888,2205,5,5,1,2010,1,Suburban,12.1,3.4,0,Good,155.76
HSE26435,747,3,3,1,1983,1,Urban,4.4,9.6,1,Average,133.14
HSE01066,2164,4,4,2,2006,1,Urban,8.9,5.9,0,Average,165.33
HSE51415,1868,3,3,2,1975,1,Urban,2.7,3.2,0,Good,138.28
HSE64551,1998,5,5,3,2005,1,Urban,1.3,,0,Average,172.73
HSE17962,1844,2,2,1,2016,1,Urban,8.6,9.6,1,Average,163.12
HSE88133,1540,4,3,1,1994,1,Suburban,13.4,5.9,0,Good,130.04
HSE62068,2320,4,3,1,2000,1,Urban,6.5,9.8,1,Good,184.66
HSE66437,1655,3,3,2,2018,1,Rural,58.7,5.2,0,Good,101.11
HSE13554,1814,4,4,2,2018,1,Urban,8.2,7.9,1,Good,184.94
HSE65613,833,2,1,2,1974,0,Urban,9.9,7.3,1,Good,116.36
HSE03427,2304,3,3,1,2020,1,Urban,6.2,9.2,0,Average,167.63
HSE14751,1788,4,4,2,2015,1,Urban,3.9,8.7,1,Good,190.3
HSE75765,2061,3,2,2,2005,1,Urban,9.6,5.7,0,Poor,129.91
HSE83108,1873,4,4,1,1971,0,Urban,4.9,7.4,0,Good,175.22
HSE80316,2449,3,2,1,2004,1,Suburban,10.4,8.8,0,Good,167.41
HSE72251,1354,4,3,1,2019,1,Urban,5.8,8.5,1,Average,148.99
HSE82272,1481,4,3,2,2021,1,Suburban,29.7,4.2,0,Average,116.12
HSE81379,2670,3,3,1,1985,0,Urban,9.2,9.8,1,Good,178.12
HSE04824,2630,2,2,1,1970,1,Rural,59.4,9.3,1,Excellent,132.02
HSE74904,1818,4,3,2,2007,1,Rural,33.3,8.3,0,Average,115.48
HSE31172,1443,3,3,2,1997,0,Urban,3.2,4.1,1,Excellent,133.84
HSE08852,3347,1,1,2,2005,0,Urban,3.9,,0,Excellent,194.08
HSE11586,1543,3,3,1,2000,1,Rural,61.5,3.7,1,Good,95.83
HSE56890,1953,2,2,2,2020,1,Suburban,25.5,6.5,0,Good,134.44
HSE35979,2069,4,4,1,1986,1,Suburban,12.8,3.4,1,Excellent,152.81
HSE74742,2209,4,4,1,1973,1,Urban,4.0,6.0,1,Average,171.86
HSE37294,1526,3,3,2,1996,1,Rural,76.9,3.4,1,Average,76.93
HSE68725,1770,2,1,1,1996,0,Rural,68.6,5.1,0,Excellent,101.49
HSE73647,1591,4,3,2,1982,1,Rural,42.9,7.7,0,Average,103.09
HSE55713,1592,1,1,2,2007,1,Urban,8.9,3.6,0,Good,122.8
HSE69563,2155,3,3,2,2016,1,Urban,1.7,7.4,1,Good,179.75
HSE10342,2751,2,1,1,1981,0,Urban,5.3,4.0,0,Average,150.72
HSE64301,733,3,3,3,2012,0,Urban,3.3,9.5,1,Good,133.21
HSE63331,1631,4,3,3,1976,0,Rural,73.1,4.9,0,Good,88.71
HSE17235,1940,3,2,1,1987,0,Suburban,18.9,6.6,0,Excellent,151.28
HSE61615,1690,3,2,3,2009,0,Urban,8.1,7.4,0,Average,143.32
HSE99794,1362,1,1,2,1970,1,Suburban,16.6,5.2,0,Good,108.51
HSE62712,1928,2,2,2,2008,1,Suburban,20.3,5.9,0,Average,125.83
HSE68508,1857,4,4,3,1971,1,Urban,9.9,9.1,1,Good,159.46
HSE17960,2169,4,3,2,2020,1,Suburban,14.3,9.4,1,Average,160.32
HSE48936,1766,3,2,1,2016,1,Rural,55.6,3.3,0,Good,99.26
HSE96312,1925,3,2,2,1989,1,Suburban,13.5,5.7,0,Good,128.0
HSE87684,1866,3,2,2,1972,1,Suburban,10.2,7.4,1,Excellent,168.56
HSE98195,518,4,3,2,1999,1,Suburban,21.0,7.1,1,Average,411.9607408154326
HSE32253,2209,3,2,1,1998,1,Suburban,21.2,3.4,0,Average,131.79
HSE08624,1462,3,3,2,2013,1,Rural,49.4,5.8,1,Good,95.81
HSE03499,1978,3,2,1,2000,1,Suburban,26.9,7.9,0,Excellent,122.42
HSE47619,2256,3,2,3,2019,1,Rural,49.3,,0,Good,142.08
HSE26543,1286,3,3,2,1985,0,Suburban,29.9,7.3,0,Good,102.52
HSE97309,2523,1,1,1,2000,1,Suburban,17.0,3.3,0,Average,136.39
HSE98452,2263,3,3,3,1978,1,Urban,5.0,3.1,1,Average,161.57
HSE11280,1758,3,3,2,1983,1,Urban,6.4,7.0,0,Good,140.2
HSE31605,2814,2,2,1,1978,1,Suburban,15.8,8.2,0,Good,169.56
HSE60710,2175,2,2,1,2015,0,Rural,49.6,6.2,0,Good,107.17
HSE17431,1714,5,5,1,1994,0,Suburban,23.5,3.9,1,Average,132.34
HSE65047,1221,4,3,2,1975,1,Rural,65.0,8.3,0,Poor,71.22
HSE02681,3006,2,1,1,2005,1,Urban,7.2,5.6,0,Average,176.49
HSE97063,2292,2,1,1,1974,1,Rural,54.2,5.1,0,Excellent,110.28
HSE09384,2359,3,3,2,1984,0,Urban,8.3,5.7,0,Good,150.11
HSE89259,2100,1,1,1,2018,1,Suburban,15.5,9.0,0,Good,151.02
HSE05344,964,3,3,1,1977,1,Urban,8.3,3.9,1,Good,119.0
HSE24308,1650,4,3,2,1971,1,Urban,5.9,7.9,0,Poor,136.09
HSE17743,1514,4,4,1,2012,1,Urban,8.3,5.0,1,Excellent,158.5
HSE20075,2893,4,3,2,2017,1,Urban,5.7,3.0,0,Average,167.49
HSE95938,1745,2,1,1,1977,0,Urban,7.3,5.5,0,Average,121.67
HSE92515,1439,3,2,1,1994,1,Urban,9.7,,0,Good,126.51
HSE29156,2268,5,5,2,1997,0,Suburban,29.9,9.3,1,Average,157.83
HSE04088,2609,3,3,1,1985,0,Urban,5.6,8.7,0,Good,169.68
HSE26318,2117,2,1,2,1991,0,Rural,36.2,3.2,0,Excellent,106.22
HSE20144,2007,3,2,1,1979,0,Suburban,20.3,6.2,1,Average,137.15
HSE15873,3098,5,5,1,2017,1,Urban,7.6,9.9,1,Good,227.88
HSE86781,2129,2,2,1,1978,0,Urban,8.1,7.2,1,Average,150.39
HSE62317,2455,4,4,1,2021,1,Urban,3.1,6.7,0,Excellent,178.51
HSE93172,2031,3,3,1,2010,1,Suburban,26.7,7.3,0,Good,139.15
HSE51151,1607,4,3,1,1988,1,Rural,51.2,3.2,0,Good,88.55
HSE27652,2274,3,3,1,1978,1,Suburban,29.0,9.1,1,Average,149.69
HSE54466,1804,3,2,1,2008,1,Urban,8.7,5.3,1,Average,156.69
HSE36688,1721,3,3,1,2021,1,Urban,9.5,5.3,1,Excellent,179.64
HSE26416,1662,5,4,1,1997,0,Urban,3.1,7.7,1,Average,159.68
HSE06409,1092,1,1,1,1989,1,Rural,49.9,9.4,1,Good,96.11
HSE65630,2062,4,4,2,1982,1,Urban,2.4,6.0,1,Good,169.94
HSE69767,1582,3,2,3,1999,0,Urban,6.8,7.3,0,Average,146.17
HSE90660,1997,5,5,1,2011,0,Suburban,25.7,6.9,0,Good,151.26
HSE75164,2331,3,3,2,2004,1,Suburban,12.5,8.7,1,Excellent,182.94
HSE80371,815,2,2,1,1974,1,Urban,3.1,5.7,0,Good,121.73
HSE45314,762,3,3,3,2002,1,Rural,60.6,3.8,1,Poor,52.98
HSE91075,2238,4,3,2,1972,1,Rural,79.8,5.5,1,Average,93.18
HSE68799,1960,3,3,1,1992,1,Suburban,21.0,8.9,0,Good,138.6
HSE61003,1548,2,2,1,2019,1,Urban,2.0,7.8,0,Good,140.13
HSE90204,1833,3,3,1,1970,0,Suburban,19.7,,1,Good,114.79
HSE61207,1407,5,4,1,1992,1,Rural,75.0,8.4,0,Excellent,87.47
HSE21689,2234,3,2,1,1983,1,Urban,8.5,6.9,0,Average,148.88
HSE94145,687,4,4,1,2017,1,Suburban,,6.0,0,Poor,91.83
HSE57279,1740,4,3,1,1984,1,Rural,59.0,3.1,1,Good,106.04
HSE84413,969,3,3,2,2004,0,Suburban,29.8,4.6,1,Good,105.67
HSE04742,2085,3,3,1,1988,1,Urban,,7.6,0,Excellent,175.56
HSE31894,2429,3,2,1,2006,0,Suburban,,3.8,0,Good,128.27
HSE25155,1172,1,1,3,1985,1,Urban,3.8,5.6,1,Good,129.15
HSE15563,1315,3,2,2,2016,0,Urban,2.4,4.8,1,Good,119.18
HSE82000,3045,3,2,1,1988,0,Rural,73.0,4.0,0,Good,561.238217338553
HSE33087,2119,5,4,1,2013,1,Urban,7.2,7.1,0,Excellent,169.86
HSE31850,2242,3,3,2,2018,1,Suburban,23.1,3.4,0,Excellent,152.38
HSE71571,2179,5,5,1,1972,0,Rural,56.2,8.3,0,Average,113.36
HSE95286,1312,2,1,1,1999,1,Urban,2.5,6.2,1,Average,137.99
HSE37122,2149,2,1,1,1995,1,Urban,6.8,9.7,0,Good,166.95
HSE36250,1448,4,4,1,1986,0,Urban,7.1,3.1,1,Poor,131.33
HSE42791,2372,5,4,2,1981,0,Suburban,17.7,6.6,0,Good,151.1
HSE57719,1159,3,2,2,2003,1,Suburban,28.0,5.8,1,Average,110.76
HSE18826,2177,3,3,2,1970,1,Suburban,27.6,7.2,0,Good,113.54
HSE14399,829,3,2,2,2013,0,Rural,31.9,5.8,0,Poor,61.0
HSE78232,1699,2,2,2,1998,1,Urban,4.3,8.5,0,Poor,131.52
HSE79514,2258,3,3,1,1997,1,Urban,3.5,5.7,0,Good,168.38
HSE64336,2410,3,2,1,2007,1,Suburban,23.3,7.9,0,Good,146.36
HSE10233,2662,3,2,1,1989,0,Rural,46.4,9.0,1,Average,135.38
HSE80537,2275,5,5,2,1972,1,Rural,34.0,3.0,0,Poor,115.5
HSE89027,2503,5,5,2,2011,1,Urban,9.4,3.1,1,Average,190.27
HSE12579,3074,4,4,1,2018,0,Suburban,10.0,9.5,0,Good,192.81
HSE50128,1435,3,2,1,1992,1,Urban,3.8,7.8,0,Poor,128.7
HSE80215,2196,4,4,2,1991,0,Urban,7.9,9.8,0,Excellent,175.71
HSE68475,2037,3,3,3,1996,0,Urban,7.2,7.9,0,Average,149.17
HSE78167,2263,3,2,1,1990,0,Suburban,15.3,5.6,0,Excellent,153.53
HSE58126,2085,1,1,1,1973,0,Urban,7.8,6.4,0,Average,140.94
HSE20053,2916,4,4,3,1993,1,Suburban,18.9,4.0,1,Good,177.14
HSE45072,1487,3,3,1,1984,0,Urban,7.4,9.1,1,Poor,140.14
HSE38026,2419,3,2,2,1972,0,Urban,6.9,4.0,0,Good,142.35
HSE07059,1668,4,4,2,2007,1,Urban,9.8,7.1,1,Average,158.91
HSE79635,1850,3,3,1,2019,1,Suburban,11.6,7.6,0,Good,135.33
HSE69257,2834,3,2,1,1996,0,Suburban,18.4,8.8,0,Average,159.28
HSE51259,687,3,3,2,1989,0,Urban,6.0,3.6,0,Average,96.53
HSE41738,1692,3,2,3,1983,1,Suburban,24.4,3.3,1,Good,121.87
HSE04018,2302,2,1,1,1977,1,Rural,34.8,6.8,0,Excellent,121.07
HSE04431,2830,5,5,2,2013,0,Urban,6.8,5.3,0,Average,183.96
HSE22126,2859,3,3,1,1995,1,Rural,53.2,9.1,0,Good,129.35
HSE46739,2359,5,5,1,2009,1,Suburban,13.3,8.7,1,Good,175.01
HSE31354,2557,3,3,1,2013,1,Suburban,15.8,8.3,0,Good,164.32
HSE54357,1562,3,3,1,2013,0,Suburban,10.6,,0,Excellent,131.66
HSE02234,2169,4,4,2,2006,1,Suburban,20.1,,1,Excellent,166.21
HSE62254,2396,4,3,1,1983,0,Suburban,28.3,7.7,1,Good,155.69
HSE61197,1857,4,4,1,2004,0,Suburban,17.3,6.9,1,Average,137.1
HSE62077,1572,3,2,3,1996,1,Suburban,12.0,3.3,0,Average,111.03
HSE44256,1728,3,2,1,1999,1,Rural,30.8,3.9,0,Good,110.14
HSE33160,1772,3,3,2,1991,0,Suburban,24.2,9.4,1,Excellent,149.24
HSE35998,3112,4,3,1,1992,1,Urban,7.6,3.5,0,Good,188.14
HSE08629,1867,4,4,3,2021,1,Suburban,27.9,9.9,0,Excellent,156.79
